Booking_ID,Booking_Date,Check_In_Date,Check_Out_Date,Nights,City,Country,Region,Property_Type,Room_Type,Guests,Price_Per_Night,Total_Price,Host_Rating,Guest_Rating,Amenities_Count,Instant_Book,Cancellation_Status,Guest_Country
10640,2021-03-27,2021-05-11,2021-05-15,4,"Tokyo","Japan","Asia","Townhouse","Entire home/apt",4,158,632,4.1,4.5,11,true,"Confirmed","South Korea"
10641,2021-06-30,2021-08-16,2021-08-23,7,"Tokyo","Japan","Asia","House","Private room",3,118,826,4.2,5,16,false,"Confirmed","Spain"
10642,2022-03-03,2022-03-19,2022-03-21,2,"Tokyo","Japan","Asia","Cottage","Private room",1,99,198,4.5,5,19,true,"Confirmed","Australia"
10643,2021-08-14,2021-08-16,2021-08-23,7,"Tokyo","Japan","Asia","Cottage","Entire home/apt",1,159,1113,4.2,4.6,5,false,"Cancelled","United States"
10644,2023-07-01,2023-08-04,2023-08-16,12,"Tokyo","Japan","Asia","Villa","Private room",2,244,2928,4.6,4.6,14,true,"Confirmed","Italy"
10645,2023-05-09,2023-06-23,2023-07-07,14,"Tokyo","Japan","Asia","Loft","Hotel room",2,161,2254,4.2,4.3,17,false,"Cancelled","China"
10646,2021-03-20,2021-03-27,2021-04-03,7,"Tokyo","Japan","Asia","Condo","Hotel room",3,128,896,4.8,4.7,16,false,"Confirmed","India"
10647,2020-04-17,2020-05-16,2020-05-24,8,"Tokyo","Japan","Asia","Cottage","Private room",2,90,720,4.9,4.7,5,false,"Confirmed","United Kingdom"
10648,2023-03-10,2023-05-01,2023-05-14,13,"Tokyo","Japan","Asia","Loft","Private room",1,103,1339,4.1,4.8,8,true,"Confirmed","United Kingdom"
10649,2020-05-24,2020-06-01,2020-06-10,9,"Tokyo","Japan","Asia","Studio","Entire home/apt",3,106,954,4.5,4.3,8,true,"Confirmed","Australia"
10650,2021-01-02,2021-01-21,2021-01-23,2,"Tokyo","Japan","Asia","House","Entire home/apt",1,222,444,4.1,4.8,10,true,"Cancelled","Brazil"
10651,2023-10-14,2023-11-20,2023-12-04,14,"Tokyo","Japan","Asia","Apartment","Entire home/apt",2,114,1596,4,4.2,12,true,"Cancelled","Australia"
10652,2022-01-23,2022-01-29,2022-02-09,11,"Tokyo","Japan","Asia","Penthouse","Private room",1,202,2222,4.3,4.2,13,false,"Confirmed","Mexico"
10653,2021-03-28,2021-04-02,2021-04-13,11,"Tokyo","Japan","Asia","Cabin","Entire home/apt",1,141,1551,4.8,4.3,14,true,"Confirmed","Brazil"
10654,2020-01-15,2020-01-17,2020-01-27,10,"Tokyo","Japan","Asia","Apartment","Shared room",3,79,790,4.1,4.5,19,true,"Confirmed","Australia"
10655,2023-06-23,2023-07-16,2023-07-25,9,"Tokyo","Japan","Asia","House","Hotel room",3,146,1314,4.9,4.9,19,true,"Confirmed","Italy"
10656,2022-02-03,2022-02-05,2022-02-08,3,"Tokyo","Japan","Asia","Cabin","Entire home/apt",1,111,333,4.1,4,13,true,"Confirmed","United Kingdom"
10657,2020-05-20,2020-07-04,2020-07-10,6,"Tokyo","Japan","Asia","Loft","Hotel room",2,159,954,4.7,4.8,6,false,"Confirmed","Canada"
10658,2021-10-28,2021-11-22,2021-11-28,6,"Tokyo","Japan","Asia","Cottage","Shared room",2,63,378,4.2,4.6,18,true,"Confirmed","Netherlands"
10659,2020-08-29,2020-10-12,2020-10-21,9,"Tokyo","Japan","Asia","Studio","Shared room",1,27,243,4.7,4,14,true,"Confirmed","China"
10660,2022-05-06,2022-06-09,2022-06-13,4,"Tokyo","Japan","Asia","Apartment","Private room",2,109,436,4.8,4.9,9,true,"Confirmed","China"
10661,2021-06-25,2021-07-06,2021-07-18,12,"Tokyo","Japan","Asia","Penthouse","Shared room",2,130,1560,4.8,4.9,17,true,"Confirmed","Italy"
10662,2023-03-19,2023-04-28,2023-05-02,4,"Tokyo","Japan","Asia","House","Shared room",2,81,324,4.7,5,13,false,"Confirmed","Brazil"
10663,2020-11-28,2020-12-26,2020-12-31,5,"Tokyo","Japan","Asia","Studio","Shared room",2,38,190,4.6,4.8,15,false,"Confirmed","United Kingdom"
10664,2022-06-30,2022-07-29,2022-07-30,1,"Tokyo","Japan","Asia","Apartment","Private room",4,97,97,4.5,4.9,5,false,"Confirmed","Mexico"
10665,2022-11-03,2022-12-27,2023-01-04,8,"Tokyo","Japan","Asia","Studio","Hotel room",3,66,528,4.8,4.1,10,true,"Confirmed","Brazil"
10666,2021-11-23,2022-01-05,2022-01-18,13,"Tokyo","Japan","Asia","Penthouse","Entire home/apt",2,336,4368,4.1,4.8,12,true,"Confirmed","Brazil"
10667,2021-09-07,2021-09-18,2021-09-24,6,"Tokyo","Japan","Asia","Condo","Entire home/apt",1,230,1380,4.9,4.3,9,true,"Confirmed","France"
10668,2021-02-09,2021-03-19,2021-04-01,13,"Tokyo","Japan","Asia","Condo","Hotel room",1,119,1547,4.8,4.1,5,true,"Cancelled","Italy"
10669,2021-02-28,2021-04-11,2021-04-23,12,"Tokyo","Japan","Asia","Studio","Private room",1,71,852,4.6,4.8,16,false,"Confirmed","Spain"
10670,2021-05-31,2021-07-11,2021-07-15,4,"Tokyo","Japan","Asia","Penthouse","Shared room",2,137,548,4.7,4.2,19,true,"Confirmed","Germany"
10671,2021-01-21,2021-01-24,2021-02-06,13,"Tokyo","Japan","Asia","Cottage","Shared room",1,60,780,4.6,5,19,false,"Confirmed","Germany"
10672,2020-08-08,2020-10-03,2020-10-10,7,"Tokyo","Japan","Asia","House","Entire home/apt",3,128,896,5,4.7,11,false,"Confirmed","Spain"
10673,2021-04-21,2021-04-23,2021-05-07,14,"Tokyo","Japan","Asia","House","Shared room",5,93,1302,4.5,4.6,11,false,"Confirmed","India"
10674,2020-02-06,2020-03-21,2020-03-30,9,"Tokyo","Japan","Asia","Cottage","Private room",2,104,936,4.4,4.8,17,false,"Confirmed","South Korea"
10675,2023-02-21,2023-03-02,2023-03-12,10,"Tokyo","Japan","Asia","Apartment","Hotel room",2,118,1180,4.5,4.1,11,false,"Confirmed","South Korea"
10676,2020-04-11,2020-05-06,2020-05-12,6,"Tokyo","Japan","Asia","Cottage","Shared room",1,53,318,5,4.7,7,false,"Cancelled","India"
10677,2022-12-27,2023-01-08,2023-01-19,11,"Tokyo","Japan","Asia","Condo","Entire home/apt",4,164,1804,4.4,4.3,14,true,"Confirmed","Netherlands"
10678,2023-12-23,2024-01-16,2024-01-28,12,"Tokyo","Japan","Asia","House","Entire home/apt",5,183,2196,4.2,4.6,7,false,"Confirmed","Germany"
10679,2022-02-06,2022-02-07,2022-02-20,13,"Tokyo","Japan","Asia","Villa","Private room",1,171,2223,4.3,4,5,true,"Confirmed","Australia"
10680,2023-11-11,2024-01-07,2024-01-12,5,"Tokyo","Japan","Asia","Villa","Shared room",3,108,540,4.2,4.9,14,false,"Cancelled","Mexico"
10681,2023-10-27,2023-11-19,2023-11-27,8,"Tokyo","Japan","Asia","Cabin","Shared room",1,49,392,4.8,4.3,15,true,"Confirmed","Brazil"
10682,2023-05-31,2023-07-13,2023-07-25,12,"Tokyo","Japan","Asia","Condo","Hotel room",2,106,1272,4.6,4.7,15,true,"Confirmed","Japan"
10683,2023-02-02,2023-03-20,2023-03-28,8,"Tokyo","Japan","Asia","Townhouse","Entire home/apt",5,216,1728,4.9,4.5,17,false,"Cancelled","United States"
10684,2020-11-07,2020-11-10,2020-11-12,2,"Tokyo","Japan","Asia","Penthouse","Entire home/apt",5,275,550,4.4,4.2,6,false,"Confirmed","Netherlands"
10685,2021-08-19,2021-08-21,2021-08-22,1,"Tokyo","Japan","Asia","House","Entire home/apt",2,195,195,4.4,4.1,5,false,"Confirmed","South Korea"
10686,2023-04-19,2023-06-14,2023-06-25,11,"Tokyo","Japan","Asia","Townhouse","Private room",2,158,1738,4.5,4.9,7,true,"Confirmed","United Kingdom"
10687,2022-07-01,2022-08-11,2022-08-20,9,"Tokyo","Japan","Asia","Townhouse","Shared room",1,91,819,4.6,4,5,false,"Confirmed","France"
10688,2021-07-11,2021-09-03,2021-09-04,1,"Tokyo","Japan","Asia","Penthouse","Entire home/apt",2,388,388,4.6,4.2,13,true,"Confirmed","Australia"
10689,2020-02-18,2020-03-29,2020-04-04,6,"Tokyo","Japan","Asia","Condo","Shared room",3,57,342,4.4,4.8,5,true,"Confirmed","India"
10690,2021-01-23,2021-02-16,2021-02-21,5,"Tokyo","Japan","Asia","Loft","Private room",1,117,585,4.2,4.5,8,false,"Confirmed","France"
10691,2023-12-24,2024-01-31,2024-02-07,7,"Tokyo","Japan","Asia","House","Private room",1,104,728,4.2,4.7,19,false,"Confirmed","Mexico"
10692,2022-09-30,2022-10-18,2022-10-29,11,"Tokyo","Japan","Asia","Cabin","Private room",2,74,814,4.2,4.2,11,false,"Confirmed","Italy"
10693,2020-05-31,2020-07-06,2020-07-13,7,"Tokyo","Japan","Asia","Apartment","Entire home/apt",1,133,931,4.4,4.3,19,false,"Confirmed","South Korea"
10694,2022-01-19,2022-01-23,2022-01-29,6,"Tokyo","Japan","Asia","Apartment","Entire home/apt",1,127,762,4.6,4.4,11,false,"Cancelled","Mexico"
10695,2020-08-04,2020-08-27,2020-08-28,1,"Tokyo","Japan","Asia","Townhouse","Private room",4,153,153,4.5,4.4,10,false,"Cancelled","United Kingdom"
10696,2022-03-06,2022-04-26,2022-05-06,10,"Tokyo","Japan","Asia","Townhouse","Shared room",2,86,860,4.7,4.2,10,true,"Confirmed","Brazil"
10697,2022-12-01,2022-12-29,2023-01-11,13,"Tokyo","Japan","Asia","Townhouse","Entire home/apt",2,218,2834,4.9,4.4,6,true,"Confirmed","Germany"
10698,2022-08-15,2022-09-02,2022-09-13,11,"Tokyo","Japan","Asia","Cabin","Hotel room",1,136,1496,4.2,4.3,10,false,"Confirmed","Germany"
10699,2021-07-27,2021-09-03,2021-09-10,7,"Tokyo","Japan","Asia","House","Private room",3,125,875,4.3,4,6,true,"Confirmed","South Korea"
10700,2021-06-03,2021-07-23,2021-08-04,12,"Tokyo","Japan","Asia","Cabin","Private room",1,121,1452,4.4,4.3,18,false,"Confirmed","China"
10701,2022-12-26,2023-01-06,2023-01-20,14,"Tokyo","Japan","Asia","Townhouse","Hotel room",3,155,2170,4.2,4.4,9,false,"Confirmed","China"
10702,2022-09-20,2022-10-13,2022-10-19,6,"Tokyo","Japan","Asia","Condo","Shared room",2,52,312,4.3,4.4,12,true,"Confirmed","China"
10703,2022-03-21,2022-04-29,2022-05-10,11,"Tokyo","Japan","Asia","House","Shared room",2,88,968,4.9,4.3,15,true,"Confirmed","Italy"
10704,2020-03-17,2020-03-18,2020-04-01,14,"Tokyo","Japan","Asia","Studio","Shared room",1,30,420,4.9,4.5,19,false,"Confirmed","United States"
10705,2020-02-19,2020-02-22,2020-03-02,9,"Tokyo","Japan","Asia","Townhouse","Entire home/apt",2,245,2205,5,4.1,17,false,"Confirmed","Germany"
10706,2022-10-29,2022-12-22,2023-01-05,14,"Tokyo","Japan","Asia","House","Shared room",3,71,994,4.7,4,11,false,"Confirmed","Australia"
10707,2023-03-29,2023-05-03,2023-05-04,1,"Tokyo","Japan","Asia","Cottage","Entire home/apt",1,148,148,4.8,4.7,6,false,"Confirmed","United States"
10708,2021-06-19,2021-07-09,2021-07-23,14,"Tokyo","Japan","Asia","Townhouse","Hotel room",4,183,2562,4.3,4.4,9,true,"Confirmed","United States"
10709,2023-02-15,2023-03-15,2023-03-27,12,"Tokyo","Japan","Asia","Studio","Private room",1,52,624,4.2,5,9,false,"Confirmed","Italy"
10710,2022-09-17,2022-10-25,2022-11-02,8,"Tokyo","Japan","Asia","House","Entire home/apt",2,183,1464,4.3,4.3,13,true,"Confirmed","Mexico"
10711,2020-06-15,2020-07-22,2020-07-31,9,"Tokyo","Japan","Asia","Studio","Hotel room",2,66,594,4.5,4.6,9,false,"Confirmed","Mexico"
10712,2022-02-01,2022-03-13,2022-03-24,11,"Tokyo","Japan","Asia","Studio","Shared room",1,34,374,4.2,4.9,8,true,"Confirmed","Spain"
10713,2020-02-12,2020-04-08,2020-04-15,7,"Tokyo","Japan","Asia","House","Entire home/apt",2,153,1071,4.6,4.1,18,true,"Cancelled","India"
10714,2023-09-01,2023-09-29,2023-09-30,1,"Tokyo","Japan","Asia","Cabin","Private room",2,93,93,4.8,4.7,13,true,"Confirmed","United States"
10715,2021-12-06,2021-12-20,2021-12-22,2,"Tokyo","Japan","Asia","Penthouse","Entire home/apt",4,313,626,4.6,4.5,19,true,"Confirmed","United States"
10716,2021-06-01,2021-07-09,2021-07-21,12,"Tokyo","Japan","Asia","House","Hotel room",4,176,2112,4.9,4.1,5,false,"Confirmed","South Korea"
10717,2023-07-07,2023-08-22,2023-08-23,1,"Tokyo","Japan","Asia","Apartment","Shared room",2,71,71,4.4,4.1,19,false,"Confirmed","Brazil"
10718,2023-07-17,2023-09-14,2023-09-26,12,"Tokyo","Japan","Asia","Condo","Private room",3,96,1152,4.8,4.2,17,false,"Confirmed","Spain"
10719,2022-12-18,2023-01-22,2023-01-31,9,"Tokyo","Japan","Asia","Penthouse","Private room",1,206,1854,4.5,4.9,7,true,"Cancelled","United States"
10720,2023-09-13,2023-11-02,2023-11-12,10,"Tokyo","Japan","Asia","Studio","Entire home/apt",1,79,790,4.4,4.8,6,true,"Confirmed","South Korea"
10721,2021-09-17,2021-10-18,2021-10-19,1,"Barcelona","Spain","Europe","Cabin","Shared room",1,31,31,4.3,5,6,true,"Cancelled","United Kingdom"
10722,2021-03-13,2021-03-31,2021-04-06,6,"Barcelona","Spain","Europe","Loft","Shared room",2,62,372,4.3,4.4,15,true,"Confirmed","Mexico"
10723,2020-05-20,2020-06-28,2020-07-07,9,"Barcelona","Spain","Europe","Villa","Entire home/apt",4,193,1737,4.4,5,12,true,"Confirmed","India"
10724,2021-08-08,2021-09-07,2021-09-20,13,"Barcelona","Spain","Europe","Loft","Hotel room",2,111,1443,4,4.8,10,true,"Confirmed","United Kingdom"
10725,2022-04-14,2022-04-24,2022-05-05,11,"Barcelona","Spain","Europe","Cabin","Shared room",2,47,517,4.8,4.3,5,false,"Confirmed","Canada"
10726,2023-11-29,2023-12-10,2023-12-19,9,"Barcelona","Spain","Europe","Cabin","Entire home/apt",3,101,909,4.8,4.5,9,true,"Confirmed","Canada"
10727,2023-11-30,2024-01-04,2024-01-13,9,"Barcelona","Spain","Europe","Apartment","Private room",2,78,702,4,4.1,6,false,"Confirmed","France"
10728,2023-10-21,2023-12-05,2023-12-16,11,"Barcelona","Spain","Europe","Cottage","Hotel room",1,113,1243,4.6,4.1,17,true,"Confirmed","Mexico"
10729,2022-11-09,2022-12-14,2022-12-24,10,"Barcelona","Spain","Europe","Studio","Private room",1,59,590,4.3,4.8,16,false,"Confirmed","Netherlands"
10730,2022-09-28,2022-11-03,2022-11-10,7,"Barcelona","Spain","Europe","Apartment","Shared room",2,44,308,4.5,4.4,16,false,"Confirmed","France"
10731,2021-04-05,2021-05-11,2021-05-23,12,"Barcelona","Spain","Europe","Penthouse","Entire home/apt",2,223,2676,4.8,4.1,7,true,"Cancelled","United States"
10732,2023-07-15,2023-07-27,2023-08-03,7,"Barcelona","Spain","Europe","Studio","Hotel room",2,69,483,4.6,4.5,11,false,"Confirmed","Netherlands"
10733,2020-01-15,2020-03-05,2020-03-12,7,"Barcelona","Spain","Europe","Townhouse","Hotel room",3,118,826,4.7,4.4,12,false,"Confirmed","Germany"
10734,2023-05-23,2023-07-20,2023-07-26,6,"Barcelona","Spain","Europe","House","Private room",2,118,708,4.3,5,9,false,"Cancelled","South Korea"
10735,2022-08-15,2022-09-14,2022-09-25,11,"Barcelona","Spain","Europe","House","Private room",1,98,1078,4.3,4.3,15,true,"Confirmed","China"
10736,2022-05-14,2022-07-09,2022-07-11,2,"Barcelona","Spain","Europe","Cabin","Hotel room",4,77,154,4.3,4.1,18,true,"Confirmed","Spain"
10737,2021-09-03,2021-09-05,2021-09-08,3,"Barcelona","Spain","Europe","House","Shared room",2,74,222,4.2,4.7,13,true,"Confirmed","Spain"
10738,2021-06-30,2021-08-21,2021-08-29,8,"Barcelona","Spain","Europe","Penthouse","Private room",3,226,1808,4.4,4.7,8,true,"Confirmed","United Kingdom"
10739,2022-05-30,2022-06-30,2022-07-14,14,"Barcelona","Spain","Europe","House","Hotel room",1,110,1540,4.8,4.2,7,true,"Confirmed","Canada"
10740,2021-11-16,2021-12-12,2021-12-19,7,"Barcelona","Spain","Europe","Studio","Hotel room",1,62,434,4,5,18,true,"Confirmed","Mexico"
10741,2023-06-01,2023-06-28,2023-07-12,14,"Barcelona","Spain","Europe","Cabin","Private room",2,77,1078,4.3,4.3,16,false,"Confirmed","South Korea"
10742,2022-10-18,2022-10-27,2022-11-07,11,"Barcelona","Spain","Europe","Studio","Hotel room",2,71,781,5,4.7,12,false,"Confirmed","Spain"
10743,2021-07-27,2021-08-20,2021-09-01,12,"Barcelona","Spain","Europe","Penthouse","Entire home/apt",2,293,3516,4.8,4.9,8,true,"Confirmed","Spain"
10744,2023-09-17,2023-10-05,2023-10-14,9,"Barcelona","Spain","Europe","Penthouse","Hotel room",1,135,1215,4.4,4.5,19,true,"Confirmed","United States"
10745,2023-06-27,2023-07-04,2023-07-07,3,"Barcelona","Spain","Europe","House","Shared room",1,77,231,4,5,12,false,"Confirmed","Japan"
10746,2020-04-29,2020-05-02,2020-05-14,12,"Barcelona","Spain","Europe","Townhouse","Private room",2,98,1176,4.4,4.8,6,true,"Confirmed","Mexico"
10747,2020-01-15,2020-01-20,2020-01-21,1,"Barcelona","Spain","Europe","Apartment","Entire home/apt",2,101,101,4.9,4.3,14,true,"Confirmed","South Korea"
10748,2020-12-13,2020-12-20,2020-12-29,9,"Barcelona","Spain","Europe","Cabin","Shared room",2,50,450,4.9,4.8,10,true,"Cancelled","Mexico"
10749,2022-01-03,2022-02-22,2022-02-23,1,"Barcelona","Spain","Europe","Loft","Entire home/apt",2,166,166,4.1,4.5,11,true,"Confirmed","Netherlands"
10750,2022-01-03,2022-01-15,2022-01-24,9,"Barcelona","Spain","Europe","Studio","Entire home/apt",1,82,738,4.1,4,13,false,"Confirmed","United Kingdom"
10751,2020-02-26,2020-04-22,2020-05-05,13,"Barcelona","Spain","Europe","Apartment","Private room",4,84,1092,4.6,4.4,11,true,"Confirmed","Spain"
10752,2022-07-18,2022-08-08,2022-08-15,7,"Barcelona","Spain","Europe","House","Private room",2,120,840,4,4.9,11,true,"Cancelled","Mexico"
10753,2022-01-11,2022-03-06,2022-03-10,4,"Barcelona","Spain","Europe","Villa","Entire home/apt",4,183,732,4.5,4.8,6,true,"Confirmed","South Korea"
10754,2022-07-05,2022-08-26,2022-09-05,10,"Barcelona","Spain","Europe","Studio","Private room",1,76,760,4.3,4.6,8,true,"Confirmed","India"
10755,2022-04-25,2022-05-24,2022-06-06,13,"Barcelona","Spain","Europe","Cottage","Hotel room",1,81,1053,4.4,4.6,7,false,"Cancelled","Mexico"
10756,2023-03-25,2023-04-01,2023-04-14,13,"Barcelona","Spain","Europe","House","Hotel room",4,105,1365,4.9,4,9,true,"Confirmed","Canada"
10757,2023-04-19,2023-06-04,2023-06-05,1,"Barcelona","Spain","Europe","House","Private room",2,109,109,4.4,4.4,10,true,"Confirmed","Brazil"
10758,2023-01-05,2023-01-25,2023-01-31,6,"Barcelona","Spain","Europe","Loft","Shared room",1,61,366,4.8,4.2,6,true,"Confirmed","Canada"
10759,2023-08-28,2023-09-04,2023-09-12,8,"Barcelona","Spain","Europe","Condo","Shared room",2,46,368,4.8,4.8,13,true,"Cancelled","China"
10760,2020-05-21,2020-07-08,2020-07-15,7,"Barcelona","Spain","Europe","Penthouse","Private room",2,211,1477,4.2,5,8,true,"Confirmed","Japan"
10761,2020-06-12,2020-07-07,2020-07-15,8,"Barcelona","Spain","Europe","Townhouse","Entire home/apt",5,167,1336,4.2,4.7,5,true,"Confirmed","Brazil"
10762,2023-07-26,2023-08-05,2023-08-10,5,"Barcelona","Spain","Europe","Condo","Private room",2,102,510,4.5,4.3,14,false,"Confirmed","Japan"
10763,2023-07-25,2023-08-12,2023-08-15,3,"Barcelona","Spain","Europe","Studio","Entire home/apt",1,85,255,4.6,4.6,9,true,"Confirmed","Netherlands"
10764,2020-04-13,2020-05-30,2020-06-03,4,"Barcelona","Spain","Europe","Apartment","Hotel room",2,81,324,4.1,4.4,8,false,"Confirmed","Netherlands"
10765,2021-04-15,2021-04-27,2021-05-05,8,"Barcelona","Spain","Europe","Villa","Hotel room",3,146,1168,4.1,4.7,16,true,"Cancelled","Brazil"
10766,2023-04-05,2023-04-11,2023-04-14,3,"Barcelona","Spain","Europe","Loft","Private room",3,80,240,4.5,4.8,8,false,"Confirmed","Italy"
10767,2023-07-23,2023-08-24,2023-09-03,10,"Barcelona","Spain","Europe","Cabin","Hotel room",4,120,1200,4.8,5,14,false,"Confirmed","Canada"
10768,2021-06-18,2021-06-29,2021-07-05,6,"Barcelona","Spain","Europe","Cabin","Hotel room",2,82,492,4.3,4.6,8,true,"Confirmed","Germany"
10769,2023-04-27,2023-06-07,2023-06-11,4,"Barcelona","Spain","Europe","Penthouse","Hotel room",1,183,732,4.9,4.3,19,true,"Cancelled","India"
10770,2021-10-25,2021-11-25,2021-11-30,5,"Barcelona","Spain","Europe","Apartment","Entire home/apt",4,87,435,4.9,4.5,14,true,"Confirmed","China"
10771,2021-08-18,2021-09-15,2021-09-17,2,"Barcelona","Spain","Europe","Loft","Shared room",2,74,148,4.4,4.8,16,true,"Confirmed","Netherlands"
10772,2020-05-18,2020-06-29,2020-07-08,9,"Barcelona","Spain","Europe","House","Private room",1,113,1017,4.5,4.8,10,false,"Confirmed","Brazil"
10773,2022-05-26,2022-06-06,2022-06-11,5,"Barcelona","Spain","Europe","Apartment","Shared room",1,60,300,4.3,4,18,false,"Confirmed","United Kingdom"
10774,2023-01-14,2023-01-23,2023-01-28,5,"Barcelona","Spain","Europe","Villa","Private room",2,141,705,4.6,4.1,15,false,"Confirmed","Spain"
10775,2020-08-09,2020-09-06,2020-09-18,12,"Barcelona","Spain","Europe","Cabin","Entire home/apt",4,128,1536,4.4,4.4,5,true,"Confirmed","Netherlands"
10776,2023-05-08,2023-07-02,2023-07-08,6,"Barcelona","Spain","Europe","Apartment","Hotel room",1,112,672,4.3,4.3,18,false,"Confirmed","India"
10777,2020-04-29,2020-05-11,2020-05-23,12,"Barcelona","Spain","Europe","Loft","Entire home/apt",2,123,1476,4.2,4.5,5,false,"Confirmed","Italy"
10778,2021-10-07,2021-11-24,2021-12-02,8,"Barcelona","Spain","Europe","Townhouse","Shared room",3,57,456,4.8,4,9,false,"Confirmed","Mexico"
10779,2022-12-24,2023-01-12,2023-01-15,3,"Barcelona","Spain","Europe","Cabin","Shared room",1,43,129,4.3,4.6,15,true,"Confirmed","China"
10780,2021-11-05,2021-11-29,2021-11-30,1,"Barcelona","Spain","Europe","Apartment","Shared room",1,40,40,4.8,4.2,19,true,"Confirmed","India"
10781,2022-10-09,2022-10-21,2022-10-31,10,"Barcelona","Spain","Europe","Studio","Shared room",1,33,330,5,4.4,13,true,"Confirmed","Australia"
10782,2023-01-15,2023-02-27,2023-02-28,1,"Barcelona","Spain","Europe","House","Private room",4,87,87,4.8,4.5,7,true,"Confirmed","China"
10783,2022-03-31,2022-04-22,2022-05-02,10,"Barcelona","Spain","Europe","Loft","Shared room",3,50,500,4.6,4.1,13,true,"Confirmed","Japan"
10784,2020-11-24,2020-12-30,2021-01-07,8,"Barcelona","Spain","Europe","Cabin","Private room",3,60,480,4.7,4.2,18,true,"Confirmed","Australia"
10785,2020-12-26,2021-01-03,2021-01-17,14,"Barcelona","Spain","Europe","House","Shared room",1,73,1022,4.5,4.8,17,false,"Confirmed","Brazil"
10786,2021-10-23,2021-12-17,2021-12-20,3,"Barcelona","Spain","Europe","Apartment","Private room",2,78,234,4.1,4,13,true,"Cancelled","Netherlands"
10787,2020-09-06,2020-10-24,2020-10-26,2,"Barcelona","Spain","Europe","Cottage","Hotel room",3,110,220,4.6,4.5,9,true,"Confirmed","France"
10788,2021-05-21,2021-07-09,2021-07-10,1,"Barcelona","Spain","Europe","Studio","Entire home/apt",4,122,122,4.6,4.5,6,true,"Confirmed","France"
10789,2021-01-29,2021-03-04,2021-03-18,14,"Barcelona","Spain","Europe","Villa","Private room",5,103,1442,4.2,4.5,15,false,"Confirmed","Germany"
10790,2022-08-21,2022-08-30,2022-09-01,2,"Barcelona","Spain","Europe","House","Entire home/apt",2,169,338,4.2,4.8,16,true,"Confirmed","Italy"
10791,2021-08-13,2021-08-24,2021-08-28,4,"Barcelona","Spain","Europe","Studio","Entire home/apt",1,78,312,4.9,4,14,false,"Confirmed","Spain"
10792,2021-02-20,2021-02-21,2021-02-22,1,"Barcelona","Spain","Europe","Apartment","Entire home/apt",2,143,143,4.4,4.3,12,false,"Confirmed","Spain"
10793,2020-04-22,2020-05-29,2020-06-01,3,"Barcelona","Spain","Europe","Penthouse","Hotel room",4,226,678,4.5,4.3,11,true,"Confirmed","United Kingdom"
10794,2020-10-18,2020-12-06,2020-12-18,12,"Barcelona","Spain","Europe","Condo","Shared room",2,60,720,4.3,4.3,18,false,"Cancelled","Germany"
10795,2021-06-19,2021-07-11,2021-07-16,5,"Barcelona","Spain","Europe","Penthouse","Hotel room",2,186,930,4.2,4.1,15,true,"Confirmed","China"
10796,2022-03-25,2022-05-06,2022-05-12,6,"Barcelona","Spain","Europe","Cabin","Private room",1,82,492,4.3,4.7,16,true,"Confirmed","Italy"
10797,2020-11-05,2020-12-26,2021-01-03,8,"Barcelona","Spain","Europe","Studio","Private room",3,56,448,4.7,4.1,9,false,"Confirmed","Canada"
10798,2021-02-13,2021-03-22,2021-04-04,13,"Barcelona","Spain","Europe","Studio","Hotel room",3,67,871,4.9,4.8,10,false,"Confirmed","Japan"
10799,2022-06-15,2022-07-17,2022-07-29,12,"Barcelona","Spain","Europe","Penthouse","Entire home/apt",4,334,4008,4.2,4.2,9,false,"Confirmed","United States"
10800,2021-08-07,2021-08-22,2021-09-01,10,"Barcelona","Spain","Europe","Penthouse","Private room",2,203,2030,4.9,4.4,12,false,"Confirmed","Mexico"
10801,2023-08-05,2023-09-01,2023-09-08,7,"Barcelona","Spain","Europe","Apartment","Hotel room",1,97,679,4.6,4.8,8,true,"Confirmed","Mexico"
10802,2021-07-11,2021-08-22,2021-08-26,4,"Barcelona","Spain","Europe","Condo","Shared room",1,52,208,4.8,4.7,13,true,"Confirmed","Spain"
10803,2020-07-03,2020-07-21,2020-07-22,1,"Barcelona","Spain","Europe","Apartment","Shared room",4,56,56,4.7,4,13,false,"Confirmed","India"
10804,2022-03-15,2022-04-13,2022-04-23,10,"Barcelona","Spain","Europe","Villa","Shared room",3,78,780,4.7,4.3,6,true,"Confirmed","Italy"
10805,2020-10-26,2020-11-30,2020-12-01,1,"Barcelona","Spain","Europe","House","Entire home/apt",2,105,105,4,5,13,false,"Confirmed","China"
10806,2023-07-28,2023-08-23,2023-09-04,12,"Barcelona","Spain","Europe","Villa","Private room",2,149,1788,4.5,4.1,7,true,"Cancelled","Italy"
10807,2023-11-15,2023-11-18,2023-11-24,6,"Barcelona","Spain","Europe","Cabin","Hotel room",3,83,498,4.7,4.2,17,true,"Confirmed","India"
10808,2021-12-08,2021-12-30,2022-01-11,12,"Barcelona","Spain","Europe","House","Shared room",1,74,888,4.1,4.4,5,false,"Confirmed","United Kingdom"
10809,2022-12-24,2023-02-02,2023-02-13,11,"Barcelona","Spain","Europe","Loft","Shared room",4,54,594,4.1,4.9,19,true,"Confirmed","France"
10810,2021-09-12,2021-10-11,2021-10-13,2,"Barcelona","Spain","Europe","Cabin","Shared room",1,30,60,4.7,4.3,8,false,"Confirmed","Brazil"
